,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na,geometry,lat_lon,adress,neighbourhood
2060,f,moderate,t,1.0,37.71755,-122.39659,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,130.0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39659 37.71755),"37.71755,-122.39659","{'house_number': '863;865', 'road': 'Meade Avenue', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94134', 'country': 'United States', 'country_code': 'us'}",
2061,t,moderate,t,2.0,37.76414,-122.43189,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,202.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43189 37.76414),"37.76414,-122.43189","{'amenity': 'Eureka Valley / Harvey Milk Memorial Branch Library', 'house_number': '1', 'road': '16th Street', 'neighbourhood': 'Duboce Triangle', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Duboce Triangle
2062,t,moderate,f,1.0,37.76391,-122.39553,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,55.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39553 37.76391),"37.76391,-122.39553","{'house_number': '1133', 'road': 'Mariposa Street', 'neighbourhood': 'Potrero Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '41907', 'country': 'United States', 'country_code': 'us'}",Potrero Hill
2063,t,strict_14_with_grace_period,f,6.0,37.73315,-122.39179,House,Private room,1.0,2022-05-01 00:00:00,1.0,1.0,Real Bed,30.0,9.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39179 37.73315),"37.73315,-122.39179","{'house_number': '1713;1715;1717', 'road': 'Quesada Avenue', 'neighbourhood': 'Bayview District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94188', 'country': 'United States', 'country_code': 'us'}",Bayview District
2064,f,moderate,t,2.0,37.77656,-122.39494,Apartment,Private room,1.0,1.0,1.0,1.0,Futon,30.0,5.0,92.0,9.0,9.0,9.0,9.0,10.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39494 37.77656),"37.77656,-122.39494","{'building': 'San Francisco 4th & King Street', 'road': '4th Street', 'neighbourhood': 'South Beach', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94017', 'country': 'United States', 'country_code': 'us'}",South Beach
2065,t,flexible,f,1.0,37.74951,-122.4098,House,Private room,4.0,1.0,1.0,1.0,Real Bed,1.0,40.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.4098 37.74951),"37.74951,-122.4098","{'house_number': '1404;1406;1408;1410', 'road': 'Florida Street', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",
2066,f,strict_14_with_grace_period,t,3.0,37.75829,-122.41963,House,Private room,3.0,1.0,1.0,2.0,Real Bed,4.0,121.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41963 37.75829),"37.75829,-122.41963","{'house_number': '317', 'road': 'San Carlos Street', 'neighbourhood': 'Mission District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",Mission District
2067,t,moderate,f,1.0,37.77025,-122.41319,Guest suite,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,3.0,59.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41319 37.77025),"37.77025,-122.41319","{'amenity': 'SF Eagle', 'house_number': '398', 'road': '12th Street', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94103', 'country': 'United States', 'country_code': 'us'}",
2068,t,moderate,t,6.0,37.77165,-122.43694,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,117.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43694 37.77165),"37.77165,-122.43694","{'house_number': '254', 'road': 'Divisadero Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94143', 'country': 'United States', 'country_code': 'us'}",Western Addition
2069,t,moderate,t,2.0,37.78894,-122.41722,Apartment,Entire home/apt,3.0,1.0,0.0,1.0,Real Bed,30.0,112.0,89.0,10.0,9.0,10.0,10.0,10.0,9.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41722 37.78894),"37.78894,-122.41722","{'house_number': '1207', 'road': 'Bush Street', 'neighbourhood': 'Nob Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94164', 'country': 'United States', 'country_code': 'us'}",Nob Hill
2070,t,moderate,t,2.0,37.74728,-122.40766,Guesthouse,Entire home/apt,3.0,1.0,0.0,0.0,Real Bed,3.0,116.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.40766 37.74728),"37.74728,-122.40766","{'house_number': '138', 'road': 'Peralta Avenue', 'neighbourhood': 'Bernal Heights', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94124', 'country': 'United States', 'country_code': 'us'}",Bernal Heights
2071,t,moderate,t,2.0,37.74727,-122.40863,Guest suite,Entire home/apt,5.0,2.0,2.0,2.0,Real Bed,3.0,87.0,96.0,10.0,10.0,9.0,10.0,9.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.40863 37.74727),"37.74727,-122.40863","{'house_number': '1649', 'road': 'Florida Street', 'neighbourhood': 'Bernal Heights', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94124', 'country': 'United States', 'country_code': 'us'}",Bernal Heights
2072,f,strict_14_with_grace_period,f,101.0,37.78935,-122.39862,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39862 37.78935),"37.78935,-122.39862","{'amenity': 'Golden Gate University', 'road': 'Elim Street', 'neighbourhood': 'Transbay', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94105', 'country': 'United States', 'country_code': 'us'}",Transbay
2073,f,strict_14_with_grace_period,t,51.0,37.79602,-122.39837,Apartment,Entire home/apt,4.0,1.0,0.0,2.0,Real Bed,31.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39837 37.79602),"37.79602,-122.39837","{'house_number': '250', 'road': 'Clay Street', 'neighbourhood': 'Financial District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94111', 'country': 'United States', 'country_code': 'us'}",Financial District
2074,f,flexible,f,1.0,37.78424,-122.39925,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,180.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (-122.39925 37.78424),"37.78424,-122.39925","{'house_number': '690', 'road': 'Folsom Street', 'neighbourhood': 'South of Market', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94105', 'country': 'United States', 'country_code': 'us'}",South of Market
2075,t,moderate,f,2.0,37.74288,-122.46147,Guest suite,Entire home/apt,2.0,1.0,0.0,0.0,Real Bed,1.0,261.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.46147 37.74288),"37.74288,-122.46147","{'house_number': '265', 'road': 'Vasquez Avenue', 'neighbourhood': 'Forest Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94127', 'country': 'United States', 'country_code': 'us'}",Forest Hill
2076,t,moderate,t,2.0,37.77898,-122.50675,Hotel,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,359.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.50675 37.77898),"37.77898,-122.50675","{'house_number': '8131;8133', 'road': 'Geary Boulevard', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94121', 'country': 'United States', 'country_code': 'us'}",
2077,t,moderate,f,1.0,37.7468,-122.43116,House,Entire home/apt,4.0,2022-05-02 00:00:00,2.0,2.0,Real Bed,2.0,49.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43116 37.7468),"37.7468,-122.43116","{'house_number': '1393', 'road': 'Noe Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Noe Valley
2078,f,moderate,f,1.0,37.75789,-122.41487,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,3.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41487 37.75789),"37.75789,-122.41487","{'house_number': '2460', 'road': 'Folsom Street', 'neighbourhood': 'Mission District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",Mission District
2079,t,moderate,t,1.0,37.7117,-122.43451,Guest suite,Private room,2.0,1.0,1.0,0.0,Real Bed,1.0,399.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43451 37.7117),"37.7117,-122.43451","{'house_number': '51', 'road': 'Seville Street', 'neighbourhood': 'Crocker-Amazon', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94112', 'country': 'United States', 'country_code': 'us'}",Crocker-Amazon
2080,f,moderate,f,1.0,37.77974,-122.49897,House,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,1.0,162.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.49897 37.77974),"37.77974,-122.49897","{'house_number': '7408', 'road': 'Geary Boulevard', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94121', 'country': 'United States', 'country_code': 'us'}",
2081,t,strict_14_with_grace_period,t,2.0,37.76159,-122.40193,House,Entire home/apt,8.0,3.0,3.0,4.0,Real Bed,30.0,37.0,95.0,9.0,9.0,10.0,10.0,10.0,9.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.40193 37.76159),"37.76159,-122.40193","{'house_number': '625', 'road': 'Rhode Island Street', 'neighbourhood': 'Potrero Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",Potrero Hill
2082,t,moderate,f,2.0,37.78668,-122.49316,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,164.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.49316 37.78668),"37.78668,-122.49316","{'house_number': '870', 'road': 'El Camino del Mar', 'neighbourhood': 'Seacliff', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94121', 'country': 'United States', 'country_code': 'us'}",Seacliff
2083,f,strict_14_with_grace_period,t,2.0,37.78409,-122.4438,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,2.0,100.0,9.0,10.0,10.0,10.0,7.0,9.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.4438 37.78409),"37.78409,-122.4438","{'house_number': '2542;2546;2548', 'road': 'Post Street', 'neighbourhood': 'Western Addition', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94115', 'country': 'United States', 'country_code': 'us'}",Western Addition
2084,f,strict_14_with_grace_period,f,101.0,37.78758,-122.39868,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,6.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.39868 37.78758),"37.78758,-122.39868","{'house_number': '149', 'road': '2nd Street', 'neighbourhood': 'Transbay', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94105', 'country': 'United States', 'country_code': 'us'}",Transbay
2085,t,moderate,f,1.0,37.76118,-122.3967,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,3.0,43.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.3967 37.76118),"37.76118,-122.3967","{'house_number': '1343;1345', 'road': '19th Street', 'neighbourhood': 'Potrero Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '41907', 'country': 'United States', 'country_code': 'us'}",Potrero Hill
2086,t,strict_14_with_grace_period,f,1.0,37.77392,-122.50925,Guest suite,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,98.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.50925 37.77392),"37.77392,-122.50925","{'house_number': '767', 'road': '48th Avenue', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94121', 'country': 'United States', 'country_code': 'us'}",
2087,f,strict_14_with_grace_period,t,3.0,37.7583,-122.41948,House,Private room,8.0,1.0,3.0,5.0,Real Bed,4.0,13.0,87.0,9.0,9.0,10.0,9.0,9.0,9.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41948 37.7583),"37.7583,-122.41948","{'house_number': '2410', 'road': 'Mission Street', 'neighbourhood': 'Mission District', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",Mission District
2088,t,moderate,f,1.0,37.75126,-122.40794,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,Futon,30.0,25.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.40794 37.75126),"37.75126,-122.40794","{'house_number': '2880', 'road': '25th Street', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94124', 'country': 'United States', 'country_code': 'us'}",
2089,t,moderate,f,3.0,37.75148,-122.44182,Condominium,Private room,2.0,2.0,1.0,1.0,Real Bed,1.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.44182 37.75148),"37.75148,-122.44182","{'house_number': '953', 'road': 'Elizabeth Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94131', 'country': 'United States', 'country_code': 'us'}",Noe Valley
2090,t,moderate,f,1.0,37.80259,-122.42695,Guest suite,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,117.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42695 37.80259),"37.80259,-122.42695","{'house_number': '3045', 'road': 'Franklin Street', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94123', 'country': 'United States', 'country_code': 'us'}",
2091,f,strict_14_with_grace_period,f,1.0,37.77219,-122.41672,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,30.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41672 37.77219),"37.77219,-122.41672","{'house_number': '1570;1572;1574', 'road': 'Howard Street', 'neighbourhood': 'Hayes Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94103', 'country': 'United States', 'country_code': 'us'}",Hayes Valley
2092,t,strict_14_with_grace_period,f,2.0,37.728,-122.46162,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,4.0,65.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.46162 37.728),"37.728,-122.46162","{'house_number': '151', 'road': 'Kenwood Way', 'neighbourhood': 'Saint Francis Wood', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94312', 'country': 'United States', 'country_code': 'us'}",Saint Francis Wood
2093,t,moderate,t,3.0,37.72207,-122.43773,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,2.0,131.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43773 37.72207),"37.72207,-122.43773","{'house_number': '30', 'road': 'Onondaga Avenue', 'neighbourhood': 'Excelsior', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94112', 'country': 'United States', 'country_code': 'us'}",Excelsior
2094,t,moderate,f,2.0,37.73391,-122.42901,Guest suite,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,147.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42901 37.73391),"37.73391,-122.42901","{'house_number': '28', 'road': 'Cuvier Street', 'neighbourhood': ""St. Mary's Park"", 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94112', 'country': 'United States', 'country_code': 'us'}",St. Mary's Park
2095,f,strict_14_with_grace_period,f,2.0,37.75317,-122.43643,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,Real Bed,30.0,72.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43643 37.75317),"37.75317,-122.43643","{'house_number': '575', 'road': 'Diamond Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94114', 'country': 'United States', 'country_code': 'us'}",Noe Valley
2096,t,flexible,f,4.0,37.74952,-122.43639,House,Private room,2.0,0.0,1.0,1.0,Real Bed,3.0,1.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.43639 37.74952),"37.74952,-122.43639","{'house_number': '4310', 'road': '25th Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94131', 'country': 'United States', 'country_code': 'us'}",Noe Valley
2097,t,flexible,f,4.0,37.74739,-122.43746,House,Private room,2.0,0.0,1.0,1.0,Real Bed,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,POINT (-122.43746 37.74739),"37.74739,-122.43746","{'house_number': '4352', 'road': 'Cesar Chavez Street', 'neighbourhood': 'Noe Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94131', 'country': 'United States', 'country_code': 'us'}",Noe Valley
2098,t,moderate,f,1.0,37.72944,-122.42899,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,3.0,130.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.42899 37.72944),"37.72944,-122.42899","{'house_number': '73', 'road': 'Maynard Street', 'neighbourhood': ""St. Mary's Park"", 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94112', 'country': 'United States', 'country_code': 'us'}",St. Mary's Park
2099,f,strict_14_with_grace_period,f,1.0,37.79222,-122.41668,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,2.0,90.0,9.0,10.0,10.0,10.0,10.0,9.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41668 37.79222),"37.79222,-122.41668","{'house_number': '1440', 'road': 'Sacramento Street', 'neighbourhood': 'Chinatown', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94164', 'country': 'United States', 'country_code': 'us'}",Chinatown
2100,f,strict_14_with_grace_period,t,1.0,37.78268,-122.4222,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,19.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.4222 37.78268),"37.78268,-122.4222","{'house_number': '880', 'road': 'Franklin Street', 'neighbourhood': 'Hayes Valley', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94102', 'country': 'United States', 'country_code': 'us'}",Hayes Valley
2101,t,strict_14_with_grace_period,f,2.0,37.74855,-122.40941,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,2.0,106.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.40941 37.74855),"37.74855,-122.40941","{'house_number': '1473;1475;1477;1479', 'road': 'Florida Street', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '90103', 'country': 'United States', 'country_code': 'us'}",
2102,f,strict_14_with_grace_period,f,2.0,37.76104,-122.47504,Apartment,Entire home/apt,2.0,1.0,1.0,3.0,Real Bed,30.0,100.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.47504 37.76104),"37.76104,-122.47504","{'house_number': '1437;1439;1441', 'road': '17th Avenue', 'neighbourhood': 'Inner Sunset', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94116', 'country': 'United States', 'country_code': 'us'}",Inner Sunset
2103,f,strict_14_with_grace_period,f,101.0,37.80297,-122.405,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,3.0,93.0,9.0,9.0,10.0,10.0,10.0,10.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.405 37.80297),"37.80297,-122.405","{'building': ""Julius' Castle"", 'house_number': '1541', 'road': 'Montgomery Street', 'neighbourhood': 'Telegraph Hill', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94133', 'country': 'United States', 'country_code': 'us'}",Telegraph Hill
2104,t,strict_14_with_grace_period,t,1.0,37.7602,-122.48114,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,5.0,73.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.48114 37.7602),"37.7602,-122.48114","{'house_number': '1470', 'road': '23rd Avenue', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94122', 'country': 'United States', 'country_code': 'us'}",
2105,t,moderate,f,1.0,37.80302,-122.41025,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,207.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.41025 37.80302),"37.80302,-122.41025","{'house_number': '529;531', 'road': 'Lombard Street', 'neighbourhood': 'North Beach', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94133', 'country': 'United States', 'country_code': 'us'}",North Beach
2106,f,strict_14_with_grace_period,f,5.0,37.75573,-122.50436,Apartment,Entire home/apt,3.0,1.0,1.0,1.0,Real Bed,30.0,23.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POINT (-122.50436 37.75573),"37.75573,-122.50436","{'house_number': '1654', 'road': '45th Avenue', 'city': 'San Francisco', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '94166', 'country': 'United States', 'country_code': 'us'}",
